# wave rel_strength element
4565.58 0.011 Co
4565.66 0.014 Fe
4566.90 0.013 Fe
4566.96 0.014 Fe
4568.32 0.115 Ti
4568.78 0.010 Fe
4571.10 0.136 Mg
4571.97 0.105 Ti
4572.86 0.013 Fe
4574.22 0.010 Fe
4574.72 0.037 Fe
4576.33 0.092 Fe
4577.17 0.019 V
4578.55 0.054 Ca
4580.05 0.026 Cr
4580.05 0.025 Fe
4580.39 0.022 V
4580.44 0.064 Ti
4581.40 0.084 Ca
4581.51 0.029 Fe
4581.59 0.015 Co
4582.83 0.060 Fe
4583.41 0.041 Ti
4583.83 0.117 Fe
4584.61 0.026 Fe
4584.80 0.028 Fe
4585.87 0.099 Ca
4586.37 0.031 V
4587.13 0.015 Fe
4588.20 0.018 Cr
4589.95 0.142 Ti
4591.39 0.023 Cr
4592.53 0.038 Ni
4592.65 0.131 Fe
4594.12 0.036 V
4595.36 0.030 Fe
4595.51 0.030 Cr
4596.06 0.031 Fe
4598.12 0.039 Fe
4598.33 0.027 Fe
4600.36 0.028 Ni
4600.75 0.054 Cr
4602.00 0.096 Fe
4602.94 0.109 Fe
4604.99 0.055 Ni
4607.33 0.054 Sr
4607.65 0.070 Fe
4611.29 0.147 Fe
4613.20 0.040 Fe
4613.36 0.028 Cr
4616.12 0.064 Cr
4617.27 0.052 Ti
4618.76 0.018 Fe
4618.81 0.010 Cr
4619.29 0.055 Fe
4620.51 0.069 Fe
4623.10 0.032 Ti
4625.05 0.080 Fe
4626.17 0.052 Cr
4629.33 0.120 Fe
4630.12 0.064 Fe
4632.91 0.128 Fe
4635.85 0.027 Fe
4636.32 0.019 Ti
4637.50 0.072 Fe
4638.01 0.050 Fe
4639.36 0.020 Ti
4639.66 0.016 Ti
4639.94 0.016 Ti
4643.46 0.042 Fe
4646.16 0.113 Cr
4647.43 0.111 Fe
4648.65 0.078 Ni
4651.28 0.039 Cr
4652.16 0.081 Cr
4653.49 0.017 Fe
4654.51 0.147 Fe
4655.78 0.017 Ti
4656.47 0.102 Ti
4656.98 0.020 Fe
4657.20 0.089 Ti
4661.97 0.014 Fe
4662.76 0.016 Ti
4666.75 0.050 Fe
4667.45 0.093 Fe
4667.58 0.118 Ti
4668.12 0.110 Fe
4669.17 0.041 Fe
4670.17 0.015 Fe
4670.41 0.093 Sc
4672.83 0.012 Fe
4673.17 0.052 Fe
4678.84 0.097 Fe
4679.22 0.013 Fe
4680.14 0.022 Zn
4680.30 0.034 Fe
4680.46 0.012 Fe
4681.91 0.127 Ti
4682.32 0.019 Y
4683.56 0.030 Fe
4686.21 0.020 Ni
4687.32 0.029 Fe
4690.14 0.014 Fe
4691.33 0.022 Ti
4691.41 0.086 Fe
4698.68 0.025 Ti
4700.16 0.011 Fe
4701.04 0.098 Fe
4701.53 0.010 Ni
4702.99 0.160 Mg
4703.81 0.019 Ni
4704.95 0.028 Fe
4707.27 0.114 Fe
4707.49 0.030 Fe
4708.66 0.083 Ti
4709.08 0.031 Fe
4710.19 0.020 Ti
4710.28 0.072 Fe
4714.42 0.117 Ni
4715.76 0.039 Ni
4719.51 0.012 Ti
4722.16 0.052 Zn
4727.40 0.046 Fe
4727.94 0.013 Co
4728.54 0.040 Fe
4731.46 0.070 Fe
4733.59 0.128 Fe
4736.77 0.133 Fe
4737.63 0.013 Fe
4741.53 0.081 Fe
4745.80 0.035 Fe
4752.42 0.016 Ni
4754.03 0.091 Mn
4757.58 0.017 Fe
4758.12 0.016 Ti
4759.27 0.020 Ti
4761.52 0.012 Mn
4762.37 0.048 Mn
4762.63 0.014 Ni
4762.78 0.046 Ti
4763.88 0.079 Ti
4764.52 0.046 Ti
4765.48 0.013 Fe
4765.86 0.019 Mn
4766.42 0.030 Mn
4768.36 0.040 Fe
4771.70 0.023 Fe
4772.81 0.135 Fe
4775.63 0.036 Ti
4779.44 0.013 Fe
4779.98 0.092 Ti
4783.42 0.105 Mn
4786.54 0.062 Ni
4786.81 0.072 Fe
4788.76 0.034 Fe
4789.65 0.072 Fe
4792.31 0.014 Si
4792.44 0.015 Ti
4798.27 0.011 Fe
4798.53 0.069 Ti
4798.73 0.016 Fe
4800.65 0.016 Fe
4802.88 0.025 Fe
4805.09 0.122 Ti
4806.32 0.016 Ti
4807.71 0.010 Fe
4810.53 0.066 Zn
4813.48 0.014 Co
4817.78 0.014 Fe
4820.41 0.018 Ti
4823.51 0.109 Mn
4824.13 0.016 Cr
4829.03 0.031 Ni
4831.18 0.039 Ni
4832.73 0.013 Fe
4834.82 0.014 Ni
4838.51 0.016 Fe
4839.54 0.027 Fe
4840.25 0.018 Co
4840.87 0.065 Ti
4843.14 0.027 Fe
4848.25 0.011 Cr
4848.88 0.022 Fe
4849.17 0.035 Ti
4851.49 0.016 V
4854.86 0.041 Y
4855.41 0.046 Ni
4855.67 0.032 Fe
4856.00 0.018 Ti
4857.39 0.012 Ni
4859.74 0.116 Fe
4863.64 0.024 Fe
4864.73 0.023 V
4865.61 0.058 Ti
4866.27 0.044 Ni
4867.87 0.024 Co
4868.26 0.015 Ti
4870.12 0.015 Ti
4870.83 0.013 Ni
4871.32 0.100 Fe
4872.14 0.111 Fe
4873.44 0.011 Ni
4874.01 0.019 Ti
4875.49 0.030 V
4875.88 0.020 Fe
4878.12 0.050 Ca
4878.21 0.125 Fe
4881.56 0.038 V
4881.72 0.028 Fe
4882.14 0.037 Fe
4883.68 0.073 Y
4885.08 0.035 Ti
4885.43 0.034 Fe
4886.33 0.035 Fe
4887.19 0.020 Fe
4887.36 0.012 Fe
4888.64 0.037 Fe
4889.01 0.085 Fe
4890.76 0.101 Fe
4891.49 0.091 Fe
4892.86 0.018 Fe
4899.91 0.029 Ti
4900.12 0.063 Y
4903.31 0.127 Fe
4904.41 0.039 Ni
4907.73 0.023 Fe
4909.38 0.014 Fe
4910.02 0.057 Fe
4910.33 0.045 Fe
4910.56 0.045 Fe
4911.20 0.028 Ti
4912.02 0.013 Ni
4913.61 0.024 Ti
4913.97 0.015 Ni
4917.23 0.010 Fe
4918.36 0.016 Ni
4918.99 0.103 Fe
4920.50 0.088 Fe
4923.92 0.102 Fe
4924.77 0.114 Fe
4927.86 0.015 Fe
4930.31 0.018 Fe
4933.32 0.031 Fe
4934.00 0.039 Fe
4934.08 0.116 Ba
4935.83 0.017 Ni
4938.17 0.027 Fe
4938.81 0.129 Fe
4939.24 0.026 Fe
4939.69 0.126 Fe
4945.45 0.014 Ni
4946.39 0.078 Fe
4950.11 0.036 Fe
4953.21 0.014 Ni
4957.30 0.100 Fe
4957.62 0.092 Fe
4962.57 0.010 Fe
4966.09 0.115 Fe
4967.90 0.041 Fe
4968.70 0.013 Fe
4969.92 0.032 Fe
4970.50 0.013 Fe
4971.59 0.010 Ni
4973.10 0.048 Fe
4976.33 0.011 Ni
4978.63 0.041 Fe
4980.18 0.016 Ni
4981.73 0.123 Ti
4982.50 0.114 Fe
4983.25 0.081 Fe
4983.85 0.100 Fe
4984.12 0.064 Ni
4985.25 0.076 Fe
4985.55 0.117 Fe
4988.95 0.022 Fe
4991.07 0.128 Ti
4991.27 0.051 Fe
4993.35 0.024 Fe
4994.13 0.114 Fe
4997.10 0.027 Ti
4998.23 0.027 Ni
4999.50 0.132 Ti
5000.35 0.022 Ni
5000.99 0.011 Ti
5001.86 0.120 Fe
5002.58 0.011 Fe
5002.79 0.036 Fe
5005.17 0.018 Ti
5005.71 0.112 Fe
5006.05 0.013 Si
5006.12 0.105 Fe
5007.21 0.124 Ti
5007.28 0.070 Fe
5009.64 0.019 Ti
5012.08 0.096 Fe
5012.44 0.012 Fe
5013.29 0.014 Ti
5013.69 0.056 Ti
5014.25 0.164 Ti
5014.94 0.101 Fe
5016.16 0.066 Ti
5016.88 0.011 Fe
5017.57 0.063 Ni
5018.28 0.019 Ni
5018.43 0.094 Fe
5020.03 0.086 Ti
5021.60 0.027 Fe
5022.23 0.080 Fe
5022.79 0.025 Fe
5022.87 0.085 Ti
5024.85 0.066 Ti
5025.57 0.017 Ti
5027.13 0.068 Fe
5028.13 0.060 Fe
5029.62 0.013 Fe
5031.02 0.108 Sc
5034.46 0.042 Fe
5035.36 0.062 Ni
5035.90 0.063 Ti
5035.98 0.023 Ni
5036.27 0.013 Fe
5036.46 0.062 Ti
5038.40 0.048 Ti
5038.59 0.014 Ni
5039.25 0.039 Fe
5039.96 0.092 Ti
5040.86 0.031 Fe
5041.07 0.116 Fe
5041.62 0.044 Ca
5041.76 0.107 Fe
5042.19 0.011 Ni
5044.21 0.050 Fe
5048.85 0.021 Ni
5049.82 0.110 Fe
5051.63 0.097 Fe
5060.07 0.069 Fe
5064.65 0.127 Ti
5065.02 0.083 Fe
5067.15 0.039 Fe
5068.77 0.125 Fe
5072.08 0.021 Fe
5072.28 0.012 Ti
5072.67 0.017 Fe
5074.75 0.061 Fe
5076.26 0.017 Fe
5078.97 0.044 Fe
5079.22 0.123 Fe
5079.74 0.126 Fe
5079.96 0.014 Ni
5080.54 0.076 Ni
5081.11 0.073 Ni
5082.35 0.012 Ni
5083.34 0.108 Fe
5084.10 0.024 Ni
5087.42 0.049 Y
5090.77 0.039 Fe
5097.00 0.050 Fe
5098.69 0.131 Fe
5099.08 0.011 Fe
5099.32 0.011 Ni
5099.93 0.018 Ni
5102.97 0.013 Ni
5105.54 0.012 Cu
5107.45 0.120 Fe
5107.64 0.121 Fe
5109.65 0.054 Fe
5110.40 0.101 Fe
5115.39 0.033 Ni
5121.64 0.017 Fe
5123.21 0.017 Y
5123.72 0.118 Fe
5125.12 0.084 Fe
5126.19 0.011 Fe
5126.83 0.018 Ni
5127.36 0.125 Fe
5127.68 0.015 Fe
5129.16 0.102 Ti
5131.47 0.077 Fe
5133.69 0.118 Fe
5137.08 0.085 Ni
5137.38 0.047 Fe
5139.25 0.123 Fe
5139.46 0.107 Fe
5141.74 0.080 Fe
5142.53 0.065 Fe
5142.78 0.021 Ni
5142.93 0.112 Fe
5145.09 0.045 Fe
5145.46 0.015 Ti
5146.48 0.030 Ni
5147.48 0.034 Ti
5148.05 0.048 Fe
5148.23 0.056 Fe
5150.84 0.116 Fe
5151.91 0.129 Fe
5152.18 0.030 Ti
5154.07 0.103 Ti
5155.76 0.034 Ni
5159.06 0.029 Fe
5162.27 0.118 Fe
5165.41 0.048 Fe
5166.28 0.111 Fe
5167.25 0.086 Mg
5167.51 0.072 Fe
5168.66 0.022 Ni
5168.94 0.134 Fe
5169.29 0.011 Fe
5171.60 0.087 Fe
5172.57 0.113 Mg
5172.80 0.113 Mg
5173.74 0.121 Ti
5176.56 0.016 Ni
5183.47 0.130 Mg
5183.74 0.128 Mg
5184.26 0.011 Fe
5185.90 0.093 Ti
5188.69 0.124 Ti
5188.84 0.048 Ca
5191.45 0.116 Fe
5192.34 0.106 Fe
5192.97 0.127 Ti
5194.94 0.099 Fe
5195.47 0.076 Fe
5196.06 0.036 Fe
5197.57 0.094 Fe
5198.71 0.116 Fe
5200.41 0.029 Y
5202.32 0.143 Fe
5204.50 0.097 Cr
5204.59 0.102 Fe
5205.72 0.041 Y
5206.04 0.106 Cr
5208.43 0.099 Cr
5208.59 0.113 Fe
5210.38 0.131 Ti
5211.53 0.021 Ti
5215.18 0.113 Fe
5216.27 0.105 Fe
5217.39 0.101 Fe
5217.92 0.013 Fe
5219.70 0.017 Ti
5223.18 0.011 Fe
5225.53 0.118 Fe
5226.54 0.129 Ti
5226.86 0.116 Fe
5227.16 0.088 Fe
5229.85 0.119 Fe
5232.94 0.090 Fe
5234.62 0.103 Fe
5235.39 0.021 Fe
5239.81 0.054 Sc
5242.49 0.058 Fe
5245.63 0.032 Fe
5247.05 0.107 Fe
5250.21 0.103 Fe
5252.09 0.012 Ti
5253.46 0.042 Fe
5254.95 0.127 Fe
5259.09 0.019 Fe
5261.70 0.037 Ca
5262.14 0.056 Ti
5262.24 0.047 Ca
5263.31 0.112 Fe
5264.15 0.057 Cr
5264.24 0.037 Ca
5264.80 0.011 Fe
5265.56 0.081 Ca
5266.55 0.102 Fe
5268.61 0.013 Ti
5269.48 0.076 Fe
5269.59 0.076 Fe
5270.26 0.086 Ca
5270.37 0.072 Fe
5273.16 0.097 Fe
5273.37 0.082 Fe
5276.00 0.110 Fe
5280.34 0.013 Fe
5281.79 0.124 Fe
5283.62 0.121 Fe
5284.10 0.027 Fe
5288.53 0.018 Fe
5296.69 0.044 Cr
5298.27 0.065 Cr
5301.05 0.012 Co
5302.30 0.119 Fe
5307.36 0.108 Fe
5315.07 0.015 Fe
5316.61 0.118 Fe
5322.04 0.043 Fe
5324.18 0.103 Fe
5325.55 0.019 Fe
5327.97 0.078 Fe
5328.10 0.077 Fe
5328.32 0.015 Cr
5328.53 0.090 Fe
5329.99 0.012 Fe
5332.90 0.125 Fe
5336.79 0.113 Ti
5339.93 0.122 Fe
5341.02 0.094 Fe
5345.80 0.084 Cr
5348.31 0.051 Cr
5349.47 0.042 Ca
5353.37 0.028 Fe
5362.86 0.040 Fe
5364.87 0.078 Fe
5365.40 0.059 Fe
5369.59 0.016 Co
5369.96 0.113 Fe
5371.49 0.078 Fe
5373.71 0.013 Fe
5379.57 0.017 Fe
5381.02 0.076 Ti
5383.37 0.118 Fe
5389.48 0.027 Fe
5391.46 0.025 Fe
5393.17 0.120 Fe
5394.67 0.027 Mn
5397.13 0.081 Fe
5398.28 0.014 Fe
5400.50 0.050 Fe
5403.82 0.018 Fe
5404.14 0.136 Fe
5405.77 0.080 Fe
5409.78 0.105 Cr
5410.91 0.090 Fe
5415.20 0.114 Fe
5418.77 0.056 Ti
5424.07 0.116 Fe
5425.25 0.014 Fe
5429.70 0.081 Fe
5432.54 0.015 Mn
5432.99 0.016 Fe
5433.10 0.018 Fe
5434.52 0.082 Fe
5435.86 0.012 Ni
5436.59 0.031 Fe
5445.04 0.082 Fe
5446.58 0.036 Fe
5446.90 0.086 Fe
5455.46 0.137 Fe
5466.40 0.039 Fe
5473.90 0.028 Fe
5476.29 0.018 Fe
5476.56 0.067 Fe
5476.90 0.092 Ni
5481.25 0.010 Fe
5483.35 0.020 Co
5487.74 0.120 Fe
5490.69 0.021 Ti
5493.33 0.014 Fe
5497.52 0.100 Fe
5501.47 0.110 Fe
5506.78 0.097 Fe
5509.89 0.011 Y
5512.52 0.019 Ti
5512.98 0.032 Ca
5514.35 0.012 Ti
5514.53 0.016 Ti
5521.28 0.013 Fe
5525.54 0.011 Fe
5526.79 0.095 Sc
5528.40 0.138 Mg
5534.84 0.030 Fe
5535.42 0.010 Fe
5543.94 0.010 Fe
5554.89 0.026 Fe
5562.70 0.016 Fe
5563.62 0.028 Fe
5565.70 0.026 Fe
5567.39 0.025 Fe
5569.62 0.115 Fe
5572.84 0.115 Fe
5576.09 0.083 Fe
5578.72 0.017 Ni
5581.97 0.037 Ca
5584.27 0.010 Fe
5587.86 0.024 Ni
5588.75 0.116 Ca
5590.11 0.037 Ca
5592.25 0.014 Ni
5594.46 0.098 Ca
5594.66 0.012 Fe
5598.29 0.021 Fe
5598.48 0.081 Ca
5601.28 0.038 Ca
5602.84 0.037 Ca
5602.94 0.088 Fe
5615.30 0.057 Fe
5615.64 0.098 Fe
5624.54 0.101 Fe
5638.26 0.023 Fe
5641.00 0.023 Sc
5644.01 0.011 Fe
5645.61 0.017 Si
5655.49 0.023 Fe
5657.90 0.062 Sc
5658.36 0.020 Sc
5658.55 0.018 Fe
5658.81 0.103 Fe
5662.51 0.046 Fe
5662.92 0.017 Y
5667.15 0.016 Sc
5667.66 0.014 Fe
5669.04 0.020 Sc
5682.63 0.013 Na
5684.20 0.026 Sc
5686.53 0.018 Fe
5688.20 0.025 Na
5701.10 0.015 Si
5701.54 0.063 Fe
5705.99 0.015 Fe
5708.40 0.043 Si
5709.38 0.083 Fe
5709.55 0.041 Ni
5711.09 0.027 Mg
5711.89 0.014 Ni
5712.13 0.012 Fe
5717.83 0.012 Fe
5753.12 0.026 Fe
5754.66 0.020 Ni
5762.99 0.046 Fe
5772.15 0.016 Si
5775.08 0.011 Fe
5791.02 0.014 Fe
5816.37 0.013 Fe
5853.15 0.017 Fe
5853.67 0.013 Ba
5857.45 0.075 Ca
5859.59 0.020 Fe
5862.36 0.035 Fe
5866.45 0.014 Ti
5883.82 0.013 Fe
5889.88 0.079 Na
5890.02 0.079 Na
5892.88 0.027 Ni
5914.17 0.042 Fe
5916.25 0.018 Fe
5921.26 0.036 Fe
5934.66 0.021 Fe
5948.54 0.050 Si
5952.72 0.010 Fe
5956.69 0.039 Fe
5975.35 0.015 Fe
5976.78 0.015 Fe
5983.68 0.016 Fe
5984.81 0.019 Fe
6003.01 0.024 Fe
6008.56 0.030 Fe
6020.17 0.029 Fe
6021.79 0.012 Mn
6024.06 0.060 Fe
6027.05 0.015 Fe
6056.00 0.014 Fe
6065.48 0.109 Fe
6078.49 0.012 Fe
6085.26 0.014 Fe
6102.17 0.018 Fe
6102.72 0.089 Ca
6108.12 0.021 Ni
6122.22 0.115 Ca
6128.98 0.026 Ni
6136.61 0.105 Fe
6136.99 0.037 Fe
6137.69 0.109 Fe
6141.71 0.047 Ba
6141.73 0.015 Fe
6147.76 0.011 Fe
6151.62 0.019 Fe
6157.73 0.011 Fe
6161.30 0.019 Ca
6162.17 0.111 Ca
6163.75 0.019 Ca
6166.44 0.024 Ca
6169.04 0.047 Ca
6169.56 0.072 Ca
6173.33 0.040 Fe
6180.20 0.018 Fe
6191.56 0.105 Fe
6200.31 0.037 Fe
6213.43 0.075 Fe
6214.60 0.022 Ti
6219.28 0.082 Fe
6230.72 0.104 Fe
6232.64 0.031 Fe
6240.65 0.022 Fe
6243.11 0.010 V
6245.64 0.028 Sc
6246.32 0.074 Fe
6247.56 0.019 Fe
6252.55 0.108 Fe
6254.26 0.072 Fe
6256.36 0.048 Fe
6256.36 0.013 Ni
6258.10 0.023 Ti
6258.71 0.014 Ti
6261.10 0.019 Ti
6265.13 0.073 Fe
6270.22 0.014 Fe
6279.75 0.017 Sc
6280.62 0.057 Fe
6297.79 0.051 Fe
6300.30 0.014 O
6301.50 0.073 Fe
6302.49 0.047 Fe
6314.67 0.017 Ni
6315.32 0.011 Fe
6318.02 0.103 Fe
6322.69 0.039 Fe
6335.33 0.101 Fe
6336.82 0.057 Fe
6344.15 0.022 Fe
6355.03 0.028 Fe
6358.69 0.052 Fe
6393.60 0.106 Fe
6400.00 0.104 Fe
6400.32 0.057 Fe
6408.02 0.045 Fe
6411.65 0.083 Fe
6419.95 0.016 Fe
6421.35 0.102 Fe
6430.84 0.107 Fe
6432.68 0.012 Fe
6439.07 0.106 Ca
6449.81 0.046 Ca
6450.22 0.010 Co
6456.38 0.030 Fe
6462.56 0.101 Ca
6462.72 0.077 Fe
6471.66 0.043 Ca
6475.62 0.015 Fe
6481.87 0.028 Fe
6491.57 0.025 Ti
6493.78 0.101 Ca
6494.98 0.094 Fe
6496.90 0.035 Ba
6498.94 0.026 Fe
6499.65 0.043 Ca
6516.08 0.021 Fe
6518.37 0.028 Fe
6546.24 0.093 Fe
6559.56 0.015 Ti
6569.21 0.010 Fe
6572.78 0.013 Ca
6574.23 0.012 Fe
6575.02 0.023 Fe
6592.91 0.100 Fe
6593.87 0.055 Fe
6604.60 0.022 Sc
6609.11 0.025 Fe
6643.64 0.029 Ni
6663.44 0.050 Fe
6677.98 0.101 Fe
6717.68 0.026 Ca
6750.15 0.039 Fe
6767.77 0.050 Ni
6806.84 0.047 Fe
6841.34 0.013 Fe
6855.16 0.015 Fe
6914.57 0.017 Ni
6945.20 0.049 Fe
6978.85 0.042 Fe
7016.39 0.012 Fe
7022.95 0.011 Fe
7084.98 0.018 Co
7122.20 0.031 Ni
7130.92 0.023 Fe
7148.15 0.090 Ca
7164.45 0.032 Fe
7165.55 0.010 Si
7179.99 0.017 Fe
7187.32 0.073 Fe
7197.02 0.011 Ni
7202.20 0.012 Ca
7207.39 0.050 Fe
7209.44 0.016 Ti
7223.66 0.020 Fe
7250.63 0.014 Si
7275.30 0.011 Si
7289.17 0.033 Si
7291.47 0.021 Ca
7293.04 0.012 Fe
7311.08 0.011 Fe
7323.89 0.015 Ca
7389.39 0.032 Fe
7405.77 0.032 Si
7409.08 0.018 Si
7409.34 0.024 Ni
7411.15 0.031 Fe
7414.51 0.011 Ni
7415.95 0.028 Si
7422.28 0.020 Ni
7423.50 0.041 Si
7445.75 0.047 Fe
7495.06 0.059 Fe
7511.02 0.078 Fe
7525.12 0.011 Ni
7555.60 0.031 Ni
7568.90 0.013 Fe
7574.04 0.012 Ni
7583.79 0.037 Fe
7586.02 0.039 Fe
7616.98 0.032 Ni
7657.60 0.011 Mg
7661.19 0.014 Fe
7664.29 0.055 Fe
7698.96 0.084 K
7711.72 0.011 Fe
7714.32 0.032 Ni
7715.58 0.011 Ni
7727.61 0.011 Ni
7748.27 0.053 Fe
7748.89 0.016 Ni
7780.56 0.046 Fe
7788.94 0.022 Ni
7797.58 0.017 Ni
7832.19 0.055 Fe
7937.14 0.055 Fe
7944.00 0.014 Si
7945.85 0.050 Fe
7998.94 0.050 Fe
8028.31 0.012 Fe
8046.05 0.041 Fe
8047.62 0.026 Fe
8075.15 0.012 Fe
8085.17 0.037 Fe
8183.25 0.066 Na
8194.82 0.089 Na
8198.92 0.011 Fe
8204.94 0.012 Fe
8213.03 0.011 Mg
8220.38 0.074 Fe
8239.13 0.013 Fe
8293.51 0.011 Fe
8331.91 0.033 Fe
8339.40 0.017 Fe
8365.63 0.021 Fe
8387.77 0.076 Fe
8401.40 0.012 Fe
8412.36 0.011 Ti
8426.51 0.017 Ti
8434.95 0.033 Ti
8435.65 0.027 Ti
8439.57 0.012 Fe
8468.41 0.084 Fe
8497.80 0.110 Ca
8498.24 0.110 Ca
8514.07 0.081 Fe
8515.11 0.026 Fe
8541.60 0.150 Ca
8542.57 0.150 Ca
8556.78 0.028 Si
8582.26 0.025 Fe
8611.80 0.054 Fe
8621.60 0.019 Fe
8648.47 0.019 Si
8661.66 0.128 Ca
8661.89 0.019 Fe
8662.53 0.143 Ca
8674.75 0.066 Fe
8688.62 0.069 Fe
8713.19 0.016 Fe
8742.45 0.027 Si
8752.01 0.035 Si
8757.19 0.049 Fe
8793.34 0.027 Fe
8804.62 0.016 Fe
8806.76 0.085 Mg
8824.22 0.075 Fe
8838.43 0.051 Fe
8866.93 0.036 Fe
8927.36 0.011 Ca
8975.40 0.021 Fe
9010.59 0.012 Fe
9012.07 0.012 Fe
9088.32 0.052 Fe
9089.40 0.056 Fe
9118.88 0.036 Fe
9146.13 0.018 Fe
9210.02 0.021 Fe
9212.86 0.012 S
9246.56 0.014 Fe
9255.78 0.021 Mg
9359.41 0.017 Fe
9362.36 0.020 Fe
9413.50 0.067 Si
9414.96 0.011 Mg
9599.59 0.011 Ti
9638.30 0.048 Ti
9647.37 0.011 Ti
9675.54 0.036 Ti
9738.57 0.018 Fe
9743.61 0.015 Ti
9783.34 0.011 Ti
9787.69 0.011 Ti
10036.65 0.050 Sr
10065.05 0.011 Fe
10145.56 0.015 Fe
